"Statistic Label","Year","County","UNIT","VALUE"
"Persons Injured","2001","Co. Meath","Number","416"
"Persons Injured","2001","Co. Offaly","Number","120"
"Persons Injured","2001","Co. Westmeath","Number","226"
"Persons Injured","2001","Co. Wexford","Number","364"
"Persons Injured","2001","Co. Wicklow","Number","302"
"Persons Injured","2001","Co. Clare","Number","166"
"Persons Injured","2001","Co. Cork","Number","1114"
"Persons Injured","2001","Co. Kerry","Number","399"
"Persons Injured","2001","Co. Limerick","Number","484"
"Persons Injured","2001","Co. Tipperary","Number","340"
"Persons Injured","2001","Co. Waterford","Number","323"
"Persons Injured","2001","Co. Galway","Number","477"
"Persons Injured","2001","Co. Leitrim","Number","103"
"Persons Injured","2001","Co. Mayo","Number","289"
"Persons Injured","2001","Co. Roscommon","Number","135"
"Persons Injured","2001","Co. Sligo","Number","117"
"Persons Injured","2001","Co. Cavan","Number","232"
"Persons Injured","2001","Co. Donegal","Number","431"
"Persons Injured","2001","Co. Monaghan","Number","156"
"Persons Injured","2002","Co. Carlow","Number","114"
"Persons Injured","2002","Co. Dublin","Number","2113"
"Persons Injured","2002","Co. Kildare","Number","416"
"Persons Injured","2002","Co. Kilkenny","Number","237"
"Persons Injured","2002","Co. Laois","Number","133"
"Persons Injured","2002","Co. Longford","Number","140"
"Persons Injured","2002","Co. Louth","Number","337"
"Persons Injured","2002","Co. Meath","Number","399"
"Persons Injured","2002","Co. Offaly","Number","121"
"Persons Injured","2002","Co. Westmeath","Number","199"
"Persons Injured","2002","Co. Wexford","Number","351"
"Persons Injured","2002","Co. Wicklow","Number","264"
"Persons Injured","2002","Co. Clare","Number","189"
"Persons Injured","2002","Co. Cork","Number","1054"
"Persons Injured","2002","Co. Kerry","Number","255"
"Persons Injured","2002","Co. Limerick","Number","520"
"Persons Injured","2002","Co. Tipperary","Number","284"
"Persons Injured","2002","Co. Waterford","Number","254"
"Persons Injured","2002","Co. Galway","Number","466"
"Persons Injured","2002","Co. Leitrim","Number","58"
"Persons Injured","2002","Co. Mayo","Number","264"
"Persons Injured","2002","Co. Roscommon","Number","177"
"Persons Injured","2002","Co. Sligo","Number","131"
"Persons Injured","2002","Co. Cavan","Number","214"
"Persons Injured","2002","Co. Donegal","Number","360"
"Persons Injured","2002","Co. Monaghan","Number","156"
"Persons Injured","2003","Co. Carlow","Number","102"
"Persons Injured","2003","Co. Dublin","Number","1828"
"Persons Injured","2003","Co. Kildare","Number","287"
"Persons Injured","2003","Co. Kilkenny","Number","146"
"Persons Injured","2003","Co. Laois","Number","132"
"Persons Injured","2003","Co. Longford","Number","102"
"Persons Injured","2003","Co. Louth","Number","364"
"Persons Injured","2003","Co. Meath","Number","345"
"Persons Injured","2003","Co. Offaly","Number","149"
"Persons Injured","2003","Co. Westmeath","Number","208"
"Persons Injured","2003","Co. Wexford","Number","330"
"Persons Injured","2003","Co. Wicklow","Number","282"
"Persons Injured","2003","Co. Clare","Number","168"
"Persons Injured","2003","Co. Cork","Number","977"
"Persons Injured","2003","Co. Kerry","Number","220"
"Persons Injured","2003","Co. Limerick","Number","361"
"Persons Injured","2003","Co. Tipperary","Number","289"
"Persons Injured","2003","Co. Waterford","Number","220"
"Persons Injured","2003","Co. Galway","Number","401"
"Persons Injured","2003","Co. Leitrim","Number","84"
"Persons Injured","2003","Co. Mayo","Number","208"
"Persons Injured","2003","Co. Roscommon","Number","154"
"Persons Injured","2003","Co. Sligo","Number","97"
"Persons Injured","2003","Co. Cavan","Number","202"
"Persons Injured","2003","Co. Donegal","Number","440"
"Persons Injured","2003","Co. Monaghan","Number","166"
"Persons Injured","2004","Co. Carlow","Number","73"
"Persons Injured","2004","Co. Dublin","Number","1621"
"Persons Injured","2004","Co. Kildare","Number","288"
"Persons Injured","2004","Co. Kilkenny","Number","186"
"Persons Injured","2004","Co. Laois","Number","143"
"Persons Injured","2004","Co. Longford","Number","104"
"Persons Injured","2004","Co. Louth","Number","316"
"Persons Injured","2004","Co. Meath","Number","296"
"Persons Injured","2004","Co. Offaly","Number","116"
"Persons Injured","2004","Co. Westmeath","Number","177"
"Persons Injured","2004","Co. Wexford","Number","295"
"Persons Injured","2004","Co. Wicklow","Number","238"
"Persons Injured","2004","Co. Clare","Number","143"
"Persons Injured","2004","Co. Cork","Number","880"
"Persons Injured","2004","Co. Kerry","Number","241"
"Persons Injured","2004","Co. Limerick","Number","458"
"Persons Injured","2004","Co. Tipperary","Number","346"
"Persons Injured","2004","Co. Waterford","Number","233"
"Persons Injured","2004","Co. Galway","Number","340"
"Persons Injured","2004","Co. Leitrim","Number","45"
"Persons Injured","2004","Co. Mayo","Number","225"
"Persons Injured","2004","Co. Roscommon","Number","178"
"Persons Injured","2004","Co. Sligo","Number","124"
"Persons Injured","2004","Co. Cavan","Number","243"
"Persons Injured","2004","Co. Donegal","Number","397"
"Persons Injured","2004","Co. Monaghan","Number","161"
"Persons Injured","2005","Co. Carlow","Number","127"
"Persons Injured","2005","Co. Dublin","Number","1716"
"Persons Injured","2005","Co. Kildare","Number","356"
"Persons Injured","2005","Co. Kilkenny","Number","240"
"Persons Injured","2005","Co. Laois","Number","187"
"Persons Injured","2005","Co. Longford","Number","104"
"Persons Injured","2005","Co. Louth","Number","367"
"Persons Injured","2005","Co. Meath","Number","420"
"Persons Injured","2005","Co. Offaly","Number","167"
"Persons Injured","2005","Co. Westmeath","Number","194"
"Persons Injured","2005","Co. Wexford","Number","377"
"Persons Injured","2005","Co. Wicklow","Number","318"
"Persons Injured","2005","Co. Clare","Number","237"
"Persons Injured","2005","Co. Cork","Number","1025"
"Persons Injured","2005","Co. Kerry","Number","344"
"Persons Injured","2005","Co. Limerick","Number","487"
"Persons Injured","2005","Co. Tipperary","Number","342"
"Persons Injured","2005","Co. Waterford","Number","298"
"Persons Injured","2005","Co. Galway","Number","404"
"Persons Injured","2005","Co. Leitrim","Number","78"
"Persons Injured","2005","Co. Mayo","Number","250"
"Persons Injured","2005","Co. Roscommon","Number","167"
"Persons Injured","2005","Co. Sligo","Number","205"
"Persons Injured","2005","Co. Cavan","Number","291"
"Persons Injured","2005","Co. Donegal","Number","448"
"Persons Injured","2005","Co. Monaghan","Number","169"
"Persons Injured","2006","Co. Carlow","Number","83"
"Persons Injured","2006","Co. Dublin","Number","1713"
"Persons Injured","2006","Co. Kildare","Number","266"
"Persons Injured","2006","Co. Kilkenny","Number","199"
"Persons Injured","2006","Co. Laois","Number","181"
"Persons Injured","2006","Co. Longford","Number","90"
"Persons Injured","2006","Co. Louth","Number","308"
"Persons Injured","2006","Co. Meath","Number","397"
"Persons Injured","2006","Co. Offaly","Number","180"
"Persons Injured","2006","Co. Westmeath","Number","168"
"Persons Injured","2006","Co. Wexford","Number","395"
"Persons Injured","2006","Co. Wicklow","Number","234"
"Persons Injured","2006","Co. Clare","Number","236"
"Persons Injured","2006","Co. Cork","Number","898"
"Persons Injured","2006","Co. Kerry","Number","348"
"Persons Injured","2006","Co. Limerick","Number","466"
"Persons Injured","2006","Co. Tipperary","Number","357"
"Persons Injured","2006","Co. Waterford","Number","234"
"Persons Injured","2006","Co. Galway","Number","421"
"Persons Injured","2006","Co. Leitrim","Number","72"
"Persons Injured","2006","Co. Mayo","Number","232"
"Persons Injured","2006","Co. Roscommon","Number","163"
"Persons Injured","2006","Co. Sligo","Number","143"
"Persons Injured","2006","Co. Cavan","Number","187"
"Persons Injured","2006","Co. Donegal","Number","444"
"Persons Injured","2006","Co. Monaghan","Number","160"
"Persons Injured","2007","Co. Carlow","Number","76"
"Persons Injured","2007","Co. Dublin","Number","1217"
"Persons Injured","2007","Co. Kildare","Number","279"
"Persons Injured","2007","Co. Kilkenny","Number","227"
"Persons Injured","2007","Co. Laois","Number","170"
"Persons Injured","2007","Co. Longford","Number","105"
"Persons Injured","2007","Co. Louth","Number","368"
"Persons Injured","2007","Co. Meath","Number","388"
"Persons Injured","2007","Co. Offaly","Number","188"
"Persons Injured","2007","Co. Westmeath","Number","240"
"Persons Injured","2007","Co. Wexford","Number","311"
"Persons Injured","2007","Co. Wicklow","Number","188"
"Persons Injured","2007","Co. Clare","Number","209"
"Persons Injured","2007","Co. Cork","Number","840"
"Persons Injured","2007","Co. Kerry","Number","394"
"Persons Injured","2007","Co. Limerick","Number","470"
"Persons Injured","2007","Co. Tipperary","Number","357"
"Persons Injured","2007","Co. Waterford","Number","240"
"Persons Injured","2007","Co. Galway","Number","264"
"Persons Injured","2007","Co. Leitrim","Number","63"
"Persons Injured","2007","Co. Mayo","Number","217"
"Persons Injured","2007","Co. Roscommon","Number","140"
"Persons Injured","2007","Co. Sligo","Number","115"
"Persons Injured","2007","Co. Cavan","Number","182"
"Persons Injured","2007","Co. Donegal","Number","409"
"Persons Injured","2007","Co. Monaghan","Number","149"
"Persons Injured","2008","Co. Carlow","Number","106"
"Persons Injured","2008","Co. Dublin","Number","1992"
"Persons Injured","2008","Co. Kildare","Number","388"
"Persons Injured","2008","Co. Kilkenny","Number","222"
"Persons Injured","2008","Co. Laois","Number","198"
"Persons Injured","2008","Co. Longford","Number","117"
"Persons Injured","2008","Co. Louth","Number","405"
"Persons Injured","2008","Co. Meath","Number","442"
"Persons Injured","2008","Co. Offaly","Number","174"
"Persons Injured","2008","Co. Westmeath","Number","176"
"Persons Injured","2008","Co. Wexford","Number","329"
"Persons Injured","2008","Co. Wicklow","Number","291"
"Persons Injured","2008","Co. Clare","Number","288"
"Persons Injured","2008","Co. Cork","Number","976"
"Persons Injured","2008","Co. Kerry","Number","387"
"Persons Injured","2008","Co. Limerick","Number","539"
"Persons Injured","2008","Co. Tipperary","Number","348"
"Persons Injured","2008","Co. Waterford","Number","225"
"Persons Injured","2008","Co. Galway","Number","567"
"Persons Injured","2008","Co. Leitrim","Number","61"
"Persons Injured","2008","Co. Mayo","Number","328"
"Persons Injured","2008","Co. Roscommon","Number","219"
"Persons Injured","2008","Co. Sligo","Number","172"
"Persons Injured","2008","Co. Cavan","Number","171"
"Persons Injured","2008","Co. Donegal","Number","503"
"Persons Injured","2008","Co. Monaghan","Number","134"
"Persons Injured","2009","Co. Carlow","Number","128"
"Persons Injured","2009","Co. Dublin","Number","2028"
"Persons Injured","2009","Co. Kildare","Number","363"
"Persons Injured","2009","Co. Kilkenny","Number","208"
"Persons Injured","2009","Co. Laois","Number","185"
"Persons Injured","2009","Co. Longford","Number","85"
"Persons Injured","2009","Co. Louth","Number","467"
"Persons Injured","2009","Co. Meath","Number","429"
"Persons Injured","2009","Co. Offaly","Number","190"
"Persons Injured","2009","Co. Westmeath","Number","191"
"Persons Injured","2009","Co. Wexford","Number","294"
"Persons Injured","2009","Co. Wicklow","Number","343"
"Persons Injured","2009","Co. Clare","Number","267"
"Persons Injured","2009","Co. Cork","Number","933"
"Persons Injured","2009","Co. Kerry","Number","345"
"Persons Injured","2009","Co. Limerick","Number","487"
"Persons Injured","2009","Co. Tipperary","Number","336"
"Persons Injured","2009","Co. Waterford","Number","243"
"Persons Injured","2009","Co. Galway","Number","640"
"Persons Injured","2009","Co. Leitrim","Number","84"
"Persons Injured","2009","Co. Mayo","Number","275"
"Persons Injured","2009","Co. Roscommon","Number","206"
"Persons Injured","2009","Co. Sligo","Number","189"
"Persons Injured","2009","Co. Cavan","Number","221"
"Persons Injured","2009","Co. Donegal","Number","490"
"Persons Injured","2009","Co. Monaghan","Number","115"
"Persons Injured","2010","Co. Carlow","Number","120"
"Persons Injured","2010","Co. Dublin","Number","1761"
"Persons Injured","2010","Co. Kildare","Number","357"
"Persons Injured","2010","Co. Kilkenny","Number","144"
"Persons Injured","2010","Co. Laois","Number","135"
"Persons Injured","2010","Co. Longford","Number","106"
"Persons Injured","2010","Co. Louth","Number","306"
"Persons Injured","2010","Co. Meath","Number","363"
"Persons Injured","2010","Co. Offaly","Number","151"
"Persons Injured","2010","Co. Westmeath","Number","162"
"Persons Injured","2010","Co. Wexford","Number","257"
"Persons Injured","2010","Co. Wicklow","Number","263"
"Persons Injured","2010","Co. Clare","Number","225"
"Persons Injured","2010","Co. Cork","Number","867"
"Persons Injured","2010","Co. Kerry","Number","254"
"Persons Injured","2010","Co. Limerick","Number","393"
"Persons Injured","2010","Co. Tipperary","Number","312"
"Persons Injured","2010","Co. Waterford","Number","211"
"Persons Injured","2010","Co. Galway","Number","573"
"Persons Injured","2010","Co. Leitrim","Number","75"
"Persons Injured","2010","Co. Mayo","Number","280"
"Persons Injured","2010","Co. Roscommon","Number","166"
"Persons Injured","2010","Co. Sligo","Number","142"
"Persons Injured","2010","Co. Cavan","Number","197"
"Persons Injured","2010","Co. Donegal","Number","361"
"Persons Injured","2010","Co. Monaghan","Number","89"
"Persons Injured","2011","Co. Carlow","Number","99"
"Persons Injured","2011","Co. Dublin","Number","1607"
"Persons Injured","2011","Co. Kildare","Number","268"
"Persons Injured","2011","Co. Kilkenny","Number","133"
"Persons Injured","2011","Co. Laois","Number","119"
"Persons Injured","2011","Co. Longford","Number","67"
"Persons Injured","2011","Co. Louth","Number","249"
"Persons Injured","2011","Co. Meath","Number","279"
"Persons Injured","2011","Co. Offaly","Number","107"
"Persons Injured","2011","Co. Westmeath","Number","127"
"Persons Injured","2011","Co. Wexford","Number","232"
"Persons Injured","2011","Co. Wicklow","Number","255"
"Persons Injured","2011","Co. Clare","Number","172"
"Persons Injured","2011","Co. Cork","Number","773"
"Persons Injured","2011","Co. Kerry","Number","249"
"Persons Injured","2011","Co. Limerick","Number","429"
"Persons Injured","2011","Co. Tipperary","Number","243"
"Persons Injured","2011","Co. Waterford","Number","189"
"Persons Injured","2011","Co. Galway","Number","437"
"Persons Injured","2011","Co. Leitrim","Number","87"
"Persons Injured","2011","Co. Mayo","Number","207"
"Persons Injured","2011","Co. Roscommon","Number","158"
"Persons Injured","2011","Co. Sligo","Number","131"
"Persons Injured","2011","Co. Cavan","Number","174"
"Persons Injured","2011","Co. Donegal","Number","314"
"Persons Injured","2011","Co. Monaghan","Number","130"
"Persons Injured","2012","Co. Carlow","Number","67"
"Persons Injured","2012","Co. Dublin","Number","1974"
"Persons Injured","2012","Co. Kildare","Number","260"
"Persons Injured","2012","Co. Kilkenny","Number","176"
"Persons Injured","2012","Co. Laois","Number","118"
"Persons Injured","2012","Co. Longford","Number","100"
"Persons Injured","2012","Co. Louth","Number","343"
"Persons Injured","2012","Co. Meath","Number","296"
"Persons Injured","2012","Co. Offaly","Number","128"
"Persons Injured","2012","Co. Westmeath","Number","138"
"Persons Injured","2012","Co. Wexford","Number","283"
"Persons Injured","2012","Co. Wicklow","Number","264"
"Persons Injured","2012","Co. Clare","Number","194"
"Persons Injured","2012","Co. Cork","Number","742"
"Persons Injured","2012","Co. Kerry","Number","239"
"Persons Injured","2012","Co. Limerick","Number","385"
"Persons Injured","2012","Co. Tipperary","Number","237"
"Persons Injured","2012","Co. Waterford","Number","201"
"Persons Injured","2012","Co. Galway","Number","505"
"Persons Injured","2012","Co. Leitrim","Number","71"
"Persons Injured","2012","Co. Mayo","Number","269"
"Persons Injured","2012","Co. Roscommon","Number","146"
"Persons Injured","2012","Co. Sligo","Number","133"
"Persons Injured","2012","Co. Cavan","Number","161"
"Persons Injured","2012","Co. Donegal","Number","390"
"Persons Injured","2012","Co. Monaghan","Number","122"
"Persons Injured","2013","Co. Carlow","Number","89"
"Persons Injured","2013","Co. Dublin","Number","1410"
"Persons Injured","2013","Co. Kildare","Number","337"
"Persons Injured","2013","Co. Kilkenny","Number","119"
"Persons Injured","2013","Co. Laois","Number","95"
"Persons Injured","2013","Co. Longford","Number","86"
"Persons Injured","2013","Co. Louth","Number","294"
"Persons Injured","2013","Co. Meath","Number","227"
"Persons Injured","2013","Co. Offaly","Number","135"
"Persons Injured","2013","Co. Westmeath","Number","105"
"Persons Injured","2013","Co. Wexford","Number","201"
"Persons Injured","2013","Co. Wicklow","Number","183"
"Persons Injured","2013","Co. Clare","Number","182"
"Persons Injured","2013","Co. Cork","Number","707"
"Persons Injured","2013","Co. Kerry","Number","250"
"Persons Injured","2013","Co. Limerick","Number","401"
"Persons Injured","2013","Co. Tipperary","Number","248"
"Persons Injured","2013","Co. Waterford","Number","195"
"Persons Injured","2013","Co. Galway","Number","467"
"Persons Injured","2013","Co. Leitrim","Number","40"
"Persons Injured","2013","Co. Mayo","Number","216"
"Persons Injured","2013","Co. Roscommon","Number","119"
"Persons Injured","2013","Co. Sligo","Number","149"
"Persons Injured","2013","Co. Cavan","Number","163"
"Persons Injured","2013","Co. Donegal","Number","355"
"Persons Injured","2013","Co. Monaghan","Number","107"
"Persons Injured","2014","Co. Carlow","Number","103"
"Persons Injured","2014","Co. Dublin","Number","2125"
"Persons Injured","2014","Co. Kildare","Number","335"
"Persons Injured","2014","Co. Kilkenny","Number","137"
"Persons Injured","2014","Co. Laois","Number","150"
"Persons Injured","2014","Co. Longford","Number","102"
"Persons Injured","2014","Co. Louth","Number","318"
"Persons Injured","2014","Co. Meath","Number","330"
"Persons Injured","2014","Co. Offaly","Number","107"
"Persons Injured","2014","Co. Westmeath","Number","161"
"Persons Injured","2014","Co. Wexford","Number","225"
"Persons Injured","2014","Co. Wicklow","Number","202"
"Persons Injured","2014","Co. Clare","Number","173"
"Persons Injured","2014","Co. Cork","Number","816"
"Persons Injured","2014","Co. Kerry","Number","347"
"Persons Injured","2014","Co. Limerick","Number","400"
"Persons Injured","2014","Co. Tipperary","Number","266"
"Persons Injured","2014","Co. Waterford","Number","165"
"Persons Injured","2014","Co. Galway","Number","515"
"Persons Injured","2014","Co. Leitrim","Number","56"
"Persons Injured","2014","Co. Mayo","Number","216"
"Persons Injured","2014","Co. Roscommon","Number","141"
"Persons Injured","2014","Co. Sligo","Number","100"
"Persons Injured","2014","Co. Cavan","Number","166"
"Persons Injured","2014","Co. Donegal","Number","310"
"Persons Injured","2014","Co. Monaghan","Number","113"
"Persons Injured","2015","Co. Carlow","Number","95"
"Persons Injured","2015","Co. Dublin","Number","2143"
"Persons Injured","2015","Co. Kildare","Number","343"
"Persons Injured","2015","Co. Kilkenny","Number","166"
"Persons Injured","2015","Co. Laois","Number","96"
"Persons Injured","2015","Co. Longford","Number","136"
"Persons Injured","2015","Co. Louth","Number","245"
"Persons Injured","2015","Co. Meath","Number","303"
"Persons Injured","2015","Co. Offaly","Number","94"
"Persons Injured","2015","Co. Westmeath","Number","160"
"Persons Injured","2015","Co. Wexford","Number","234"
"Persons Injured","2015","Co. Wicklow","Number","191"
"Persons Injured","2015","Co. Clare","Number","158"
"Persons Injured","2015","Co. Cork","Number","717"
"Persons Injured","2015","Co. Kerry","Number","279"
"Persons Injured","2015","Co. Limerick","Number","355"
"Persons Injured","2015","Co. Tipperary","Number","237"
"Persons Injured","2015","Co. Waterford","Number","228"
"Persons Injured","2015","Co. Galway","Number","479"
"Persons Injured","2015","Co. Leitrim","Number","86"
"Persons Injured","2015","Co. Mayo","Number","227"
"Persons Injured","2015","Co. Roscommon","Number","114"
"Persons Injured","2015","Co. Sligo","Number","124"
"Persons Injured","2015","Co. Cavan","Number","168"
"Persons Injured","2015","Co. Donegal","Number","318"
"Persons Injured","2015","Co. Monaghan","Number","144"
"Persons Injured","2016","Co. Carlow","Number","86"
"Persons Injured","2016","Co. Dublin","Number","2245"
"Persons Injured","2016","Co. Kildare","Number","387"
"Persons Injured","2016","Co. Kilkenny","Number","169"
"Persons Injured","2016","Co. Laois","Number","106"
"Persons Injured","2016","Co. Longford","Number","114"
"Persons Injured","2016","Co. Louth","Number","231"
"Persons Injured","2016","Co. Meath","Number","283"
"Persons Injured","2016","Co. Offaly","Number","116"
"Persons Injured","2016","Co. Westmeath","Number","167"
"Persons Injured","2016","Co. Wexford","Number","217"
"Persons Injured","2016","Co. Wicklow","Number","179"
"Persons Injured","2016","Co. Clare","Number","161"
"Persons Injured","2016","Co. Cork","Number","693"
"Persons Injured","2016","Co. Kerry","Number","272"
"Persons Injured","2016","Co. Limerick","Number","350"
"Persons Injured","2016","Co. Tipperary","Number","234"
"Persons Injured","2016","Co. Waterford","Number","194"
"Persons Injured","2016","Co. Galway","Number","424"
"Persons Injured","2016","Co. Leitrim","Number","88"
"Persons Injured","2016","Co. Mayo","Number","209"
"Persons Injured","2016","Co. Roscommon","Number","142"
"Persons Injured","2016","Co. Sligo","Number","99"
"Persons Injured","2016","Co. Cavan","Number","179"
"Persons Injured","2016","Co. Donegal","Number","314"
"Persons Injured","2016","Co. Monaghan","Number","114"
"Persons Injured","2017","Co. Carlow","Number","77"
"Persons Injured","2017","Co. Dublin","Number","2262"
"Persons Injured","2017","Co. Kildare","Number","338"
"Persons Injured","2017","Co. Kilkenny","Number","136"
"Persons Injured","2017","Co. Laois","Number","172"
"Persons Injured","2017","Co. Longford","Number","82"
"Persons Injured","2017","Co. Louth","Number","305"
"Persons Injured","2017","Co. Meath","Number","261"
"Persons Injured","2017","Co. Offaly","Number","148"
"Persons Injured","2017","Co. Westmeath","Number","145"
"Persons Injured","2017","Co. Wexford","Number","231"
"Persons Injured","2017","Co. Wicklow","Number","210"
"Persons Injured","2017","Co. Clare","Number","190"
"Persons Injured","2017","Co. Cork","Number","772"
"Persons Injured","2017","Co. Kerry","Number","276"
"Persons Injured","2017","Co. Limerick","Number","346"
"Persons Injured","2017","Co. Tipperary","Number","232"
"Persons Injured","2017","Co. Waterford","Number","162"
"Persons Injured","2017","Co. Galway","Number","360"
"Persons Injured","2017","Co. Leitrim","Number","50"
"Persons Injured","2017","Co. Mayo","Number","193"
"Persons Injured","2017","Co. Roscommon","Number","136"
"Persons Injured","2017","Co. Sligo","Number","121"
"Persons Injured","2017","Co. Cavan","Number","153"
"Persons Injured","2017","Co. Donegal","Number","327"
"Persons Injured","2017","Co. Monaghan","Number","92"
"Persons Injured","2018","Co. Carlow","Number","56"
"Persons Injured","2018","Co. Dublin","Number","2336"
"Persons Injured","2018","Co. Kildare","Number","386"
"Persons Injured","2018","Co. Kilkenny","Number","122"
"Persons Injured","2018","Co. Laois","Number","160"
"Persons Injured","2018","Co. Longford","Number","81"
"Persons Injured","2018","Co. Louth","Number","247"
"Persons Injured","2018","Co. Meath","Number","251"
"Persons Injured","2018","Co. Offaly","Number","143"
"Persons Injured","2018","Co. Westmeath","Number","123"
"Persons Injured","2018","Co. Wexford","Number","237"
"Persons Injured","2018","Co. Wicklow","Number","164"
"Persons Injured","2018","Co. Clare","Number","133"
"Persons Injured","2018","Co. Cork","Number","867"
"Persons Injured","2018","Co. Kerry","Number","322"
"Persons Injured","2018","Co. Limerick","Number","410"
"Persons Injured","2018","Co. Tipperary","Number","252"
"Persons Injured","2018","Co. Waterford","Number","220"
"Persons Injured","2018","Co. Galway","Number","402"
"Persons Injured","2018","Co. Leitrim","Number","50"
"Persons Injured","2018","Co. Mayo","Number","212"
"Persons Injured","2018","Co. Roscommon","Number","107"
"Persons Injured","2018","Co. Sligo","Number","108"
"Persons Injured","2018","Co. Cavan","Number","155"
"Persons Injured","2018","Co. Donegal","Number","361"
"Persons Injured","2018","Co. Monaghan","Number","92"
"Persons Injured","2019","Co. Carlow","Number","115"
"Persons Injured","2019","Co. Dublin","Number","2500"
"Persons Injured","2019","Co. Kildare","Number","346"
"Persons Injured","2019","Co. Kilkenny","Number","101"
"Persons Injured","2019","Co. Laois","Number","100"
"Persons Injured","2019","Co. Longford","Number","90"
"Persons Injured","2019","Co. Louth","Number","272"
"Persons Injured","2019","Co. Meath","Number","269"
"Persons Injured","2019","Co. Offaly","Number","139"
"Persons Injured","2019","Co. Westmeath","Number","142"
"Persons Injured","2019","Co. Wexford","Number","266"
"Persons Injured","2019","Co. Wicklow","Number","234"
"Persons Injured","2019","Co. Clare","Number","164"
"Persons Injured","2019","Co. Cork","Number","792"
"Persons Injured","2019","Co. Kerry","Number","267"
"Persons Injured","2019","Co. Limerick","Number","374"
"Persons Injured","2019","Co. Tipperary","Number","261"
"Persons Injured","2019","Co. Waterford","Number","236"
"Persons Injured","2019","Co. Galway","Number","445"
"Persons Injured","2019","Co. Leitrim","Number","46"
"Persons Injured","2019","Co. Mayo","Number","219"
"Persons Injured","2019","Co. Roscommon","Number","88"
"Persons Injured","2019","Co. Sligo","Number","115"
"Persons Injured","2019","Co. Cavan","Number","138"
"Persons Injured","2019","Co. Donegal","Number","307"
"Persons Injured","2019","Co. Monaghan","Number","123"
"Persons Injured","2020","Co. Carlow","Number","68"
"Persons Injured","2020","Co. Dublin","Number","1616"
"Persons Injured","2020","Co. Kildare","Number","225"
"Persons Injured","2020","Co. Kilkenny","Number","80"
"Persons Injured","2020","Co. Laois","Number","119"
"Persons Injured","2020","Co. Longford","Number","78"
"Persons Injured","2020","Co. Louth","Number","196"
"Persons Injured","2020","Co. Meath","Number","220"
"Persons Injured","2020","Co. Offaly","Number","79"
"Persons Injured","2020","Co. Westmeath","Number","99"
"Persons Injured","2020","Co. Wexford","Number","178"
"Persons Injured","2020","Co. Wicklow","Number","126"
"Persons Injured","2020","Co. Clare","Number","116"
"Persons Injured","2020","Co. Cork","Number","571"
"Persons Injured","2020","Co. Kerry","Number","188"
"Persons Injured","2020","Co. Limerick","Number","251"
"Persons Injured","2020","Co. Tipperary","Number","192"
"Persons Injured","2020","Co. Waterford","Number","137"
"Persons Injured","2020","Co. Galway","Number","312"
"Persons Injured","2020","Co. Leitrim","Number","46"
"Persons Injured","2020","Co. Mayo","Number","143"
"Persons Injured","2020","Co. Roscommon","Number","82"
"Persons Injured","2020","Co. Sligo","Number","84"
"Persons Injured","2020","Co. Cavan","Number","105"
"Persons Injured","2020","Co. Donegal","Number","211"
"Persons Injured","2020","Co. Monaghan","Number","74"
"Persons Injured","2021","Co. Carlow","Number",""
"Persons Injured","2021","Co. Dublin","Number",""
"Persons Injured","2021","Co. Kildare","Number",""
"Persons Injured","2021","Co. Kilkenny","Number",""
"Persons Injured","2021","Co. Laois","Number",""
"Persons Injured","2021","Co. Longford","Number",""
"Persons Injured","2021","Co. Louth","Number",""
"Persons Injured","2021","Co. Meath","Number",""
"Persons Injured","2021","Co. Offaly","Number",""
"Persons Injured","2021","Co. Westmeath","Number",""
"Persons Injured","2021","Co. Wexford","Number",""
"Persons Injured","2021","Co. Wicklow","Number",""
"Persons Injured","2021","Co. Clare","Number",""
"Persons Injured","2021","Co. Cork","Number",""
"Persons Injured","2021","Co. Kerry","Number",""
"Persons Injured","2021","Co. Limerick","Number",""
"Persons Injured","2021","Co. Tipperary","Number",""
"Persons Injured","2021","Co. Waterford","Number",""
"Persons Injured","2021","Co. Galway","Number",""
"Persons Injured","2021","Co. Leitrim","Number",""
"Persons Injured","2021","Co. Mayo","Number",""
"Persons Injured","2021","Co. Roscommon","Number",""
"Persons Injured","2021","Co. Sligo","Number",""
"Persons Injured","2021","Co. Cavan","Number",""
"Persons Injured","2021","Co. Donegal","Number",""
"Persons Injured","2021","Co. Monaghan","Number",""
