Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
Injured Cassualties,2008,45 - 54 years,Female,All road users,Number,387
Injured Cassualties,2008,45 - 54 years,Female,Pedestrians,Number,39
Injured Cassualties,2008,45 - 54 years,Female,Pedal cyclists,Number,8
Injured Cassualties,2008,45 - 54 years,Female,Motor cyclists,Number,6
Injured Cassualties,2008,45 - 54 years,Female,All Car users,Number,315
Injured Cassualties,2008,45 - 54 years,Female,Car drivers,Number,213
Injured Cassualties,2008,45 - 54 years,Female,Car passengers,Number,102
Injured Cassualties,2008,45 - 54 years,Female,Other road users,Number,19
Injured Cassualties,2008,55 - 64 years,Male,All road users,Number,308
Injured Cassualties,2008,55 - 64 years,Male,Pedestrians,Number,42
Injured Cassualties,2008,55 - 64 years,Male,Pedal cyclists,Number,18
Injured Cassualties,2008,55 - 64 years,Male,Motor cyclists,Number,10
Injured Cassualties,2008,55 - 64 years,Male,All Car users,Number,185
Injured Cassualties,2008,55 - 64 years,Male,Car drivers,Number,149
Injured Cassualties,2008,55 - 64 years,Male,Car passengers,Number,36
Injured Cassualties,2008,55 - 64 years,Male,Other road users,Number,53
Injured Cassualties,2008,55 - 64 years,Female,All road users,Number,257
Injured Cassualties,2008,55 - 64 years,Female,Pedestrians,Number,42
Injured Cassualties,2008,55 - 64 years,Female,Pedal cyclists,Number,4
Injured Cassualties,2008,55 - 64 years,Female,Motor cyclists,Number,2
Injured Cassualties,2008,55 - 64 years,Female,All Car users,Number,200
Injured Cassualties,2008,55 - 64 years,Female,Car drivers,Number,105
Injured Cassualties,2008,55 - 64 years,Female,Car passengers,Number,95
Injured Cassualties,2008,55 - 64 years,Female,Other road users,Number,9
Injured Cassualties,2008,65 years and over,Male,All road users,Number,290
Injured Cassualties,2008,65 years and over,Male,Pedestrians,Number,59
Injured Cassualties,2008,65 years and over,Male,Pedal cyclists,Number,9
Injured Cassualties,2008,65 years and over,Male,Motor cyclists,Number,5
Injured Cassualties,2008,65 years and over,Male,All Car users,Number,196
Injured Cassualties,2008,65 years and over,Male,Car drivers,Number,164
Injured Cassualties,2008,65 years and over,Male,Car passengers,Number,32
Injured Cassualties,2008,65 years and over,Male,Other road users,Number,21
Injured Cassualties,2008,65 years and over,Female,All road users,Number,298
Injured Cassualties,2008,65 years and over,Female,Pedestrians,Number,86
Injured Cassualties,2008,65 years and over,Female,Pedal cyclists,Number,5
Injured Cassualties,2008,65 years and over,Female,Motor cyclists,Number,0
Injured Cassualties,2008,65 years and over,Female,All Car users,Number,200
Injured Cassualties,2008,65 years and over,Female,Car drivers,Number,93
Injured Cassualties,2008,65 years and over,Female,Car passengers,Number,107
Injured Cassualties,2008,65 years and over,Female,Other road users,Number,7
Injured Cassualties,2008,Age unknown,Male,All road users,Number,574
Injured Cassualties,2008,Age unknown,Male,Pedestrians,Number,19
Injured Cassualties,2008,Age unknown,Male,Pedal cyclists,Number,11
Injured Cassualties,2008,Age unknown,Male,Motor cyclists,Number,80
Injured Cassualties,2008,Age unknown,Male,All Car users,Number,389
Injured Cassualties,2008,Age unknown,Male,Car drivers,Number,358
Injured Cassualties,2008,Age unknown,Male,Car passengers,Number,31
Injured Cassualties,2008,Age unknown,Male,Other road users,Number,75
Injured Cassualties,2008,Age unknown,Female,All road users,Number,356
Injured Cassualties,2008,Age unknown,Female,Pedestrians,Number,25
Injured Cassualties,2008,Age unknown,Female,Pedal cyclists,Number,8
Injured Cassualties,2008,Age unknown,Female,Motor cyclists,Number,3
Injured Cassualties,2008,Age unknown,Female,All Car users,Number,312
Injured Cassualties,2008,Age unknown,Female,Car drivers,Number,293
Injured Cassualties,2008,Age unknown,Female,Car passengers,Number,19
Injured Cassualties,2008,Age unknown,Female,Other road users,Number,8
Injured Cassualties,2009,All ages,Male,All road users,Number,5242
Injured Cassualties,2009,All ages,Male,Pedestrians,Number,592
Injured Cassualties,2009,All ages,Male,Pedal cyclists,Number,277
Injured Cassualties,2009,All ages,Male,Motor cyclists,Number,391
Injured Cassualties,2009,All ages,Male,All Car users,Number,3420
Injured Cassualties,2009,All ages,Male,Car drivers,Number,2155
Injured Cassualties,2009,All ages,Male,Car passengers,Number,1265
Injured Cassualties,2009,All ages,Male,Other road users,Number,562
Injured Cassualties,2009,All ages,Female,All road users,Number,3962
Injured Cassualties,2009,All ages,Female,Pedestrians,Number,461
Injured Cassualties,2009,All ages,Female,Pedal cyclists,Number,77
Injured Cassualties,2009,All ages,Female,Motor cyclists,Number,29
Injured Cassualties,2009,All ages,Female,All Car users,Number,3280
Injured Cassualties,2009,All ages,Female,Car drivers,Number,1909
Injured Cassualties,2009,All ages,Female,Car passengers,Number,1371
Injured Cassualties,2009,All ages,Female,Other road users,Number,115
Injured Cassualties,2009,0 - 5 years,Male,All road users,Number,124
Injured Cassualties,2009,0 - 5 years,Male,Pedestrians,Number,35
Injured Cassualties,2009,0 - 5 years,Male,Pedal cyclists,Number,2
Injured Cassualties,2009,0 - 5 years,Male,Motor cyclists,Number,0
Injured Cassualties,2009,0 - 5 years,Male,All Car users,Number,85
Injured Cassualties,2009,0 - 5 years,Male,Car drivers,Number,0
Injured Cassualties,2009,0 - 5 years,Male,Car passengers,Number,85
Injured Cassualties,2009,0 - 5 years,Male,Other road users,Number,2
Injured Cassualties,2009,0 - 5 years,Female,All road users,Number,124
Injured Cassualties,2009,0 - 5 years,Female,Pedestrians,Number,23
Injured Cassualties,2009,0 - 5 years,Female,Pedal cyclists,Number,1
Injured Cassualties,2009,0 - 5 years,Female,Motor cyclists,Number,0
Injured Cassualties,2009,0 - 5 years,Female,All Car users,Number,99
Injured Cassualties,2009,0 - 5 years,Female,Car drivers,Number,0
Injured Cassualties,2009,0 - 5 years,Female,Car passengers,Number,99
Injured Cassualties,2009,0 - 5 years,Female,Other road users,Number,1
Injured Cassualties,2009,6 - 9 years,Male,All road users,Number,127
Injured Cassualties,2009,6 - 9 years,Male,Pedestrians,Number,48
Injured Cassualties,2009,6 - 9 years,Male,Pedal cyclists,Number,4
Injured Cassualties,2009,6 - 9 years,Male,Motor cyclists,Number,1
Injured Cassualties,2009,6 - 9 years,Male,All Car users,Number,71
Injured Cassualties,2009,6 - 9 years,Male,Car drivers,Number,0
Injured Cassualties,2009,6 - 9 years,Male,Car passengers,Number,71
Injured Cassualties,2009,6 - 9 years,Male,Other road users,Number,3
Injured Cassualties,2009,6 - 9 years,Female,All road users,Number,103
Injured Cassualties,2009,6 - 9 years,Female,Pedestrians,Number,28
Injured Cassualties,2009,6 - 9 years,Female,Pedal cyclists,Number,5
Injured Cassualties,2009,6 - 9 years,Female,Motor cyclists,Number,0
Injured Cassualties,2009,6 - 9 years,Female,All Car users,Number,65
Injured Cassualties,2009,6 - 9 years,Female,Car drivers,Number,0
Injured Cassualties,2009,6 - 9 years,Female,Car passengers,Number,65
Injured Cassualties,2009,6 - 9 years,Female,Other road users,Number,5
Injured Cassualties,2009,10 - 14 years,Male,All road users,Number,178
Injured Cassualties,2009,10 - 14 years,Male,Pedestrians,Number,58
Injured Cassualties,2009,10 - 14 years,Male,Pedal cyclists,Number,29
Injured Cassualties,2009,10 - 14 years,Male,Motor cyclists,Number,2
Injured Cassualties,2009,10 - 14 years,Male,All Car users,Number,78
Injured Cassualties,2009,10 - 14 years,Male,Car drivers,Number,3
Injured Cassualties,2009,10 - 14 years,Male,Car passengers,Number,75
Injured Cassualties,2009,10 - 14 years,Male,Other road users,Number,11
Injured Cassualties,2009,10 - 14 years,Female,All road users,Number,146
Injured Cassualties,2009,10 - 14 years,Female,Pedestrians,Number,43
Injured Cassualties,2009,10 - 14 years,Female,Pedal cyclists,Number,5
Injured Cassualties,2009,10 - 14 years,Female,Motor cyclists,Number,0
Injured Cassualties,2009,10 - 14 years,Female,All Car users,Number,94
Injured Cassualties,2009,10 - 14 years,Female,Car drivers,Number,1
Injured Cassualties,2009,10 - 14 years,Female,Car passengers,Number,93
Injured Cassualties,2009,10 - 14 years,Female,Other road users,Number,4
Injured Cassualties,2009,15 - 17 years,Male,All road users,Number,253
Injured Cassualties,2009,15 - 17 years,Male,Pedestrians,Number,26
Injured Cassualties,2009,15 - 17 years,Male,Pedal cyclists,Number,24
Injured Cassualties,2009,15 - 17 years,Male,Motor cyclists,Number,18
Injured Cassualties,2009,15 - 17 years,Male,All Car users,Number,167
Injured Cassualties,2009,15 - 17 years,Male,Car drivers,Number,51
Injured Cassualties,2009,15 - 17 years,Male,Car passengers,Number,116
Injured Cassualties,2009,15 - 17 years,Male,Other road users,Number,18
Injured Cassualties,2009,15 - 17 years,Female,All road users,Number,171
Injured Cassualties,2009,15 - 17 years,Female,Pedestrians,Number,43
Injured Cassualties,2009,15 - 17 years,Female,Pedal cyclists,Number,2
Injured Cassualties,2009,15 - 17 years,Female,Motor cyclists,Number,4
Injured Cassualties,2009,15 - 17 years,Female,All Car users,Number,121
Injured Cassualties,2009,15 - 17 years,Female,Car drivers,Number,18
Injured Cassualties,2009,15 - 17 years,Female,Car passengers,Number,103
Injured Cassualties,2009,15 - 17 years,Female,Other road users,Number,1
Injured Cassualties,2009,18 - 20 years,Male,All road users,Number,606
Injured Cassualties,2009,18 - 20 years,Male,Pedestrians,Number,40
Injured Cassualties,2009,18 - 20 years,Male,Pedal cyclists,Number,11
Injured Cassualties,2009,18 - 20 years,Male,Motor cyclists,Number,19
Injured Cassualties,2009,18 - 20 years,Male,All Car users,Number,492
Injured Cassualties,2009,18 - 20 years,Male,Car drivers,Number,258
Injured Cassualties,2009,18 - 20 years,Male,Car passengers,Number,234
Injured Cassualties,2009,18 - 20 years,Male,Other road users,Number,44
Injured Cassualties,2009,18 - 20 years,Female,All road users,Number,376
Injured Cassualties,2009,18 - 20 years,Female,Pedestrians,Number,34
Injured Cassualties,2009,18 - 20 years,Female,Pedal cyclists,Number,1
Injured Cassualties,2009,18 - 20 years,Female,Motor cyclists,Number,2
Injured Cassualties,2009,18 - 20 years,Female,All Car users,Number,329
Injured Cassualties,2009,18 - 20 years,Female,Car drivers,Number,161
Injured Cassualties,2009,18 - 20 years,Female,Car passengers,Number,168
Injured Cassualties,2009,18 - 20 years,Female,Other road users,Number,10
Injured Cassualties,2009,21 - 24 years,Male,All road users,Number,637
Injured Cassualties,2009,21 - 24 years,Male,Pedestrians,Number,57
Injured Cassualties,2009,21 - 24 years,Male,Pedal cyclists,Number,20
Injured Cassualties,2009,21 - 24 years,Male,Motor cyclists,Number,48
Injured Cassualties,2009,21 - 24 years,Male,All Car users,Number,451
Injured Cassualties,2009,21 - 24 years,Male,Car drivers,Number,255
Injured Cassualties,2009,21 - 24 years,Male,Car passengers,Number,196
Injured Cassualties,2009,21 - 24 years,Male,Other road users,Number,61
Injured Cassualties,2009,21 - 24 years,Female,All road users,Number,453
Injured Cassualties,2009,21 - 24 years,Female,Pedestrians,Number,27
Injured Cassualties,2009,21 - 24 years,Female,Pedal cyclists,Number,8
Injured Cassualties,2009,21 - 24 years,Female,Motor cyclists,Number,3
Injured Cassualties,2009,21 - 24 years,Female,All Car users,Number,399
Injured Cassualties,2009,21 - 24 years,Female,Car drivers,Number,228
Injured Cassualties,2009,21 - 24 years,Female,Car passengers,Number,171
Injured Cassualties,2009,21 - 24 years,Female,Other road users,Number,16
Injured Cassualties,2009,25 - 34 years,Male,All road users,Number,1207
Injured Cassualties,2009,25 - 34 years,Male,Pedestrians,Number,82
Injured Cassualties,2009,25 - 34 years,Male,Pedal cyclists,Number,61
Injured Cassualties,2009,25 - 34 years,Male,Motor cyclists,Number,127
Injured Cassualties,2009,25 - 34 years,Male,All Car users,Number,814
Injured Cassualties,2009,25 - 34 years,Male,Car drivers,Number,562
Injured Cassualties,2009,25 - 34 years,Male,Car passengers,Number,252
Injured Cassualties,2009,25 - 34 years,Male,Other road users,Number,123
Injured Cassualties,2009,25 - 34 years,Female,All road users,Number,872
Injured Cassualties,2009,25 - 34 years,Female,Pedestrians,Number,72
Injured Cassualties,2009,25 - 34 years,Female,Pedal cyclists,Number,30
Injured Cassualties,2009,25 - 34 years,Female,Motor cyclists,Number,6
Injured Cassualties,2009,25 - 34 years,Female,All Car users,Number,744
Injured Cassualties,2009,25 - 34 years,Female,Car drivers,Number,538
Injured Cassualties,2009,25 - 34 years,Female,Car passengers,Number,206
Injured Cassualties,2009,25 - 34 years,Female,Other road users,Number,20
Injured Cassualties,2009,35 - 44 years,Male,All road users,Number,812
Injured Cassualties,2009,35 - 44 years,Male,Pedestrians,Number,55
Injured Cassualties,2009,35 - 44 years,Male,Pedal cyclists,Number,53
Injured Cassualties,2009,35 - 44 years,Male,Motor cyclists,Number,92
Injured Cassualties,2009,35 - 44 years,Male,All Car users,Number,472
Injured Cassualties,2009,35 - 44 years,Male,Car drivers,Number,381
Injured Cassualties,2009,35 - 44 years,Male,Car passengers,Number,91
Injured Cassualties,2009,35 - 44 years,Male,Other road users,Number,140
Injured Cassualties,2009,35 - 44 years,Female,All road users,Number,594
Injured Cassualties,2009,35 - 44 years,Female,Pedestrians,Number,35
Injured Cassualties,2009,35 - 44 years,Female,Pedal cyclists,Number,14
Injured Cassualties,2009,35 - 44 years,Female,Motor cyclists,Number,6
Injured Cassualties,2009,35 - 44 years,Female,All Car users,Number,523
Injured Cassualties,2009,35 - 44 years,Female,Car drivers,Number,374
Injured Cassualties,2009,35 - 44 years,Female,Car passengers,Number,149
Injured Cassualties,2009,35 - 44 years,Female,Other road users,Number,16
Injured Cassualties,2009,45 - 54 years,Male,All road users,Number,508
Injured Cassualties,2009,45 - 54 years,Male,Pedestrians,Number,66
Injured Cassualties,2009,45 - 54 years,Male,Pedal cyclists,Number,35
Injured Cassualties,2009,45 - 54 years,Male,Motor cyclists,Number,49
Injured Cassualties,2009,45 - 54 years,Male,All Car users,Number,288
Injured Cassualties,2009,45 - 54 years,Male,Car drivers,Number,227
Injured Cassualties,2009,45 - 54 years,Male,Car passengers,Number,61
Injured Cassualties,2009,45 - 54 years,Male,Other road users,Number,70
Injured Cassualties,2009,45 - 54 years,Female,All road users,Number,437
Injured Cassualties,2009,45 - 54 years,Female,Pedestrians,Number,34
Injured Cassualties,2009,45 - 54 years,Female,Pedal cyclists,Number,3
Injured Cassualties,2009,45 - 54 years,Female,Motor cyclists,Number,6
Injured Cassualties,2009,45 - 54 years,Female,All Car users,Number,374
Injured Cassualties,2009,45 - 54 years,Female,Car drivers,Number,259
Injured Cassualties,2009,45 - 54 years,Female,Car passengers,Number,115
Injured Cassualties,2009,45 - 54 years,Female,Other road users,Number,20
Injured Cassualties,2009,55 - 64 years,Male,All road users,Number,321
Injured Cassualties,2009,55 - 64 years,Male,Pedestrians,Number,48
Injured Cassualties,2009,55 - 64 years,Male,Pedal cyclists,Number,23
Injured Cassualties,2009,55 - 64 years,Male,Motor cyclists,Number,13
Injured Cassualties,2009,55 - 64 years,Male,All Car users,Number,196
Injured Cassualties,2009,55 - 64 years,Male,Car drivers,Number,161
Injured Cassualties,2009,55 - 64 years,Male,Car passengers,Number,35
Injured Cassualties,2009,55 - 64 years,Male,Other road users,Number,41
Injured Cassualties,2009,55 - 64 years,Female,All road users,Number,289
Injured Cassualties,2009,55 - 64 years,Female,Pedestrians,Number,33
Injured Cassualties,2009,55 - 64 years,Female,Pedal cyclists,Number,7
Injured Cassualties,2009,55 - 64 years,Female,Motor cyclists,Number,2
Injured Cassualties,2009,55 - 64 years,Female,All Car users,Number,234
Injured Cassualties,2009,55 - 64 years,Female,Car drivers,Number,145
Injured Cassualties,2009,55 - 64 years,Female,Car passengers,Number,89
Injured Cassualties,2009,55 - 64 years,Female,Other road users,Number,13
Injured Cassualties,2009,65 years and over,Male,All road users,Number,304
Injured Cassualties,2009,65 years and over,Male,Pedestrians,Number,64
Injured Cassualties,2009,65 years and over,Male,Pedal cyclists,Number,9
Injured Cassualties,2009,65 years and over,Male,Motor cyclists,Number,5
Injured Cassualties,2009,65 years and over,Male,All Car users,Number,199
Injured Cassualties,2009,65 years and over,Male,Car drivers,Number,168
Injured Cassualties,2009,65 years and over,Male,Car passengers,Number,31
Injured Cassualties,2009,65 years and over,Male,Other road users,Number,27
Injured Cassualties,2009,65 years and over,Female,All road users,Number,313
Injured Cassualties,2009,65 years and over,Female,Pedestrians,Number,73
Injured Cassualties,2009,65 years and over,Female,Pedal cyclists,Number,1
Injured Cassualties,2009,65 years and over,Female,Motor cyclists,Number,0
Injured Cassualties,2009,65 years and over,Female,All Car users,Number,231
Injured Cassualties,2009,65 years and over,Female,Car drivers,Number,128
Injured Cassualties,2009,65 years and over,Female,Car passengers,Number,103
Injured Cassualties,2009,65 years and over,Female,Other road users,Number,8
Injured Cassualties,2009,Age unknown,Male,All road users,Number,165
Injured Cassualties,2009,Age unknown,Male,Pedestrians,Number,13
Injured Cassualties,2009,Age unknown,Male,Pedal cyclists,Number,6
Injured Cassualties,2009,Age unknown,Male,Motor cyclists,Number,17
Injured Cassualties,2009,Age unknown,Male,All Car users,Number,107
Injured Cassualties,2009,Age unknown,Male,Car drivers,Number,89
Injured Cassualties,2009,Age unknown,Male,Car passengers,Number,18
Injured Cassualties,2009,Age unknown,Male,Other road users,Number,22
Injured Cassualties,2009,Age unknown,Female,All road users,Number,84
Injured Cassualties,2009,Age unknown,Female,Pedestrians,Number,16
Injured Cassualties,2009,Age unknown,Female,Pedal cyclists,Number,0
Injured Cassualties,2009,Age unknown,Female,Motor cyclists,Number,0
Injured Cassualties,2009,Age unknown,Female,All Car users,Number,67
Injured Cassualties,2009,Age unknown,Female,Car drivers,Number,57
Injured Cassualties,2009,Age unknown,Female,Car passengers,Number,10
Injured Cassualties,2009,Age unknown,Female,Other road users,Number,1
Injured Cassualties,2010,All ages,Male,All road users,Number,4410
Injured Cassualties,2010,All ages,Male,Pedestrians,Number,512
Injured Cassualties,2010,All ages,Male,Pedal cyclists,Number,287
Injured Cassualties,2010,All ages,Male,Motor cyclists,Number,344
Injured Cassualties,2010,All ages,Male,All Car users,Number,2713
Injured Cassualties,2010,All ages,Male,Car drivers,Number,1702
Injured Cassualties,2010,All ages,Male,Car passengers,Number,1011
Injured Cassualties,2010,All ages,Male,Other road users,Number,554
Injured Cassualties,2010,All ages,Female,All road users,Number,3440
Injured Cassualties,2010,All ages,Female,Pedestrians,Number,394
Injured Cassualties,2010,All ages,Female,Pedal cyclists,Number,94
Injured Cassualties,2010,All ages,Female,Motor cyclists,Number,27
Injured Cassualties,2010,All ages,Female,All Car users,Number,2801
Injured Cassualties,2010,All ages,Female,Car drivers,Number,1639
Injured Cassualties,2010,All ages,Female,Car passengers,Number,1162
Injured Cassualties,2010,All ages,Female,Other road users,Number,124
Injured Cassualties,2010,0 - 5 years,Male,All road users,Number,121
Injured Cassualties,2010,0 - 5 years,Male,Pedestrians,Number,41
Injured Cassualties,2010,0 - 5 years,Male,Pedal cyclists,Number,5
Injured Cassualties,2010,0 - 5 years,Male,Motor cyclists,Number,0
Injured Cassualties,2010,0 - 5 years,Male,All Car users,Number,68
Injured Cassualties,2010,0 - 5 years,Male,Car drivers,Number,0
Injured Cassualties,2010,0 - 5 years,Male,Car passengers,Number,68
Injured Cassualties,2010,0 - 5 years,Male,Other road users,Number,7
Injured Cassualties,2010,0 - 5 years,Female,All road users,Number,109
Injured Cassualties,2010,0 - 5 years,Female,Pedestrians,Number,29
Injured Cassualties,2010,0 - 5 years,Female,Pedal cyclists,Number,3
Injured Cassualties,2010,0 - 5 years,Female,Motor cyclists,Number,0
Injured Cassualties,2010,0 - 5 years,Female,All Car users,Number,75
Injured Cassualties,2010,0 - 5 years,Female,Car drivers,Number,0
Injured Cassualties,2010,0 - 5 years,Female,Car passengers,Number,75
Injured Cassualties,2010,0 - 5 years,Female,Other road users,Number,2
Injured Cassualties,2010,6 - 9 years,Male,All road users,Number,107
Injured Cassualties,2010,6 - 9 years,Male,Pedestrians,Number,48
Injured Cassualties,2010,6 - 9 years,Male,Pedal cyclists,Number,9
Injured Cassualties,2010,6 - 9 years,Male,Motor cyclists,Number,0
Injured Cassualties,2010,6 - 9 years,Male,All Car users,Number,46
Injured Cassualties,2010,6 - 9 years,Male,Car drivers,Number,0
Injured Cassualties,2010,6 - 9 years,Male,Car passengers,Number,46
Injured Cassualties,2010,6 - 9 years,Male,Other road users,Number,4
Injured Cassualties,2010,6 - 9 years,Female,All road users,Number,82
Injured Cassualties,2010,6 - 9 years,Female,Pedestrians,Number,29
Injured Cassualties,2010,6 - 9 years,Female,Pedal cyclists,Number,1
Injured Cassualties,2010,6 - 9 years,Female,Motor cyclists,Number,0
Injured Cassualties,2010,6 - 9 years,Female,All Car users,Number,51
Injured Cassualties,2010,6 - 9 years,Female,Car drivers,Number,0
Injured Cassualties,2010,6 - 9 years,Female,Car passengers,Number,51
Injured Cassualties,2010,6 - 9 years,Female,Other road users,Number,1
Injured Cassualties,2010,10 - 14 years,Male,All road users,Number,159
Injured Cassualties,2010,10 - 14 years,Male,Pedestrians,Number,53
Injured Cassualties,2010,10 - 14 years,Male,Pedal cyclists,Number,28
Injured Cassualties,2010,10 - 14 years,Male,Motor cyclists,Number,3
Injured Cassualties,2010,10 - 14 years,Male,All Car users,Number,70
Injured Cassualties,2010,10 - 14 years,Male,Car drivers,Number,1
Injured Cassualties,2010,10 - 14 years,Male,Car passengers,Number,69
Injured Cassualties,2010,10 - 14 years,Male,Other road users,Number,5
Injured Cassualties,2010,10 - 14 years,Female,All road users,Number,120
Injured Cassualties,2010,10 - 14 years,Female,Pedestrians,Number,39
Injured Cassualties,2010,10 - 14 years,Female,Pedal cyclists,Number,7
Injured Cassualties,2010,10 - 14 years,Female,Motor cyclists,Number,0
Injured Cassualties,2010,10 - 14 years,Female,All Car users,Number,71
Injured Cassualties,2010,10 - 14 years,Female,Car drivers,Number,0
Injured Cassualties,2010,10 - 14 years,Female,Car passengers,Number,71
Injured Cassualties,2010,10 - 14 years,Female,Other road users,Number,3
Injured Cassualties,2010,15 - 17 years,Male,All road users,Number,222
Injured Cassualties,2010,15 - 17 years,Male,Pedestrians,Number,26
Injured Cassualties,2010,15 - 17 years,Male,Pedal cyclists,Number,14
Injured Cassualties,2010,15 - 17 years,Male,Motor cyclists,Number,16
Injured Cassualties,2010,15 - 17 years,Male,All Car users,Number,135
Injured Cassualties,2010,15 - 17 years,Male,Car drivers,Number,45
Injured Cassualties,2010,15 - 17 years,Male,Car passengers,Number,90
Injured Cassualties,2010,15 - 17 years,Male,Other road users,Number,31
Injured Cassualties,2010,15 - 17 years,Female,All road users,Number,145
Injured Cassualties,2010,15 - 17 years,Female,Pedestrians,Number,31
Injured Cassualties,2010,15 - 17 years,Female,Pedal cyclists,Number,3
Injured Cassualties,2010,15 - 17 years,Female,Motor cyclists,Number,1
Injured Cassualties,2010,15 - 17 years,Female,All Car users,Number,103
Injured Cassualties,2010,15 - 17 years,Female,Car drivers,Number,20
Injured Cassualties,2010,15 - 17 years,Female,Car passengers,Number,83
Injured Cassualties,2010,15 - 17 years,Female,Other road users,Number,7
Injured Cassualties,2010,18 - 20 years,Male,All road users,Number,483
Injured Cassualties,2010,18 - 20 years,Male,Pedestrians,Number,32
Injured Cassualties,2010,18 - 20 years,Male,Pedal cyclists,Number,6
Injured Cassualties,2010,18 - 20 years,Male,Motor cyclists,Number,22
Injured Cassualties,2010,18 - 20 years,Male,All Car users,Number,376
Injured Cassualties,2010,18 - 20 years,Male,Car drivers,Number,197
Injured Cassualties,2010,18 - 20 years,Male,Car passengers,Number,179
Injured Cassualties,2010,18 - 20 years,Male,Other road users,Number,47
Injured Cassualties,2010,18 - 20 years,Female,All road users,Number,339
Injured Cassualties,2010,18 - 20 years,Female,Pedestrians,Number,29
Injured Cassualties,2010,18 - 20 years,Female,Pedal cyclists,Number,5
Injured Cassualties,2010,18 - 20 years,Female,Motor cyclists,Number,2
Injured Cassualties,2010,18 - 20 years,Female,All Car users,Number,290
Injured Cassualties,2010,18 - 20 years,Female,Car drivers,Number,137
Injured Cassualties,2010,18 - 20 years,Female,Car passengers,Number,153
Injured Cassualties,2010,18 - 20 years,Female,Other road users,Number,13
Injured Cassualties,2010,21 - 24 years,Male,All road users,Number,487
Injured Cassualties,2010,21 - 24 years,Male,Pedestrians,Number,39
Injured Cassualties,2010,21 - 24 years,Male,Pedal cyclists,Number,14
Injured Cassualties,2010,21 - 24 years,Male,Motor cyclists,Number,47
Injured Cassualties,2010,21 - 24 years,Male,All Car users,Number,335
Injured Cassualties,2010,21 - 24 years,Male,Car drivers,Number,195
Injured Cassualties,2010,21 - 24 years,Male,Car passengers,Number,140
Injured Cassualties,2010,21 - 24 years,Male,Other road users,Number,52
Injured Cassualties,2010,21 - 24 years,Female,All road users,Number,350
Injured Cassualties,2010,21 - 24 years,Female,Pedestrians,Number,25
Injured Cassualties,2010,21 - 24 years,Female,Pedal cyclists,Number,3
Injured Cassualties,2010,21 - 24 years,Female,Motor cyclists,Number,3
Injured Cassualties,2010,21 - 24 years,Female,All Car users,Number,303
Injured Cassualties,2010,21 - 24 years,Female,Car drivers,Number,186
Injured Cassualties,2010,21 - 24 years,Female,Car passengers,Number,117
Injured Cassualties,2010,21 - 24 years,Female,Other road users,Number,16
Injured Cassualties,2010,25 - 34 years,Male,All road users,Number,1067
Injured Cassualties,2010,25 - 34 years,Male,Pedestrians,Number,84
Injured Cassualties,2010,25 - 34 years,Male,Pedal cyclists,Number,68
Injured Cassualties,2010,25 - 34 years,Male,Motor cyclists,Number,124
Injured Cassualties,2010,25 - 34 years,Male,All Car users,Number,643
Injured Cassualties,2010,25 - 34 years,Male,Car drivers,Number,443
Injured Cassualties,2010,25 - 34 years,Male,Car passengers,Number,200
Injured Cassualties,2010,25 - 34 years,Male,Other road users,Number,148
Injured Cassualties,2010,25 - 34 years,Female,All road users,Number,789
Injured Cassualties,2010,25 - 34 years,Female,Pedestrians,Number,46
Injured Cassualties,2010,25 - 34 years,Female,Pedal cyclists,Number,39
Injured Cassualties,2010,25 - 34 years,Female,Motor cyclists,Number,11
Injured Cassualties,2010,25 - 34 years,Female,All Car users,Number,666
Injured Cassualties,2010,25 - 34 years,Female,Car drivers,Number,451
Injured Cassualties,2010,25 - 34 years,Female,Car passengers,Number,215
Injured Cassualties,2010,25 - 34 years,Female,Other road users,Number,27
Injured Cassualties,2010,35 - 44 years,Male,All road users,Number,693
Injured Cassualties,2010,35 - 44 years,Male,Pedestrians,Number,55
Injured Cassualties,2010,35 - 44 years,Male,Pedal cyclists,Number,54
Injured Cassualties,2010,35 - 44 years,Male,Motor cyclists,Number,63
Injured Cassualties,2010,35 - 44 years,Male,All Car users,Number,398
Injured Cassualties,2010,35 - 44 years,Male,Car drivers,Number,308
Injured Cassualties,2010,35 - 44 years,Male,Car passengers,Number,90
Injured Cassualties,2010,35 - 44 years,Male,Other road users,Number,123
Injured Cassualties,2010,35 - 44 years,Female,All road users,Number,538
Injured Cassualties,2010,35 - 44 years,Female,Pedestrians,Number,35
Injured Cassualties,2010,35 - 44 years,Female,Pedal cyclists,Number,18
Injured Cassualties,2010,35 - 44 years,Female,Motor cyclists,Number,6
Injured Cassualties,2010,35 - 44 years,Female,All Car users,Number,458
Injured Cassualties,2010,35 - 44 years,Female,Car drivers,Number,364
Injured Cassualties,2010,35 - 44 years,Female,Car passengers,Number,94
Injured Cassualties,2010,35 - 44 years,Female,Other road users,Number,21
Injured Cassualties,2010,45 - 54 years,Male,All road users,Number,450
Injured Cassualties,2010,45 - 54 years,Male,Pedestrians,Number,40
Injured Cassualties,2010,45 - 54 years,Male,Pedal cyclists,Number,42
Injured Cassualties,2010,45 - 54 years,Male,Motor cyclists,Number,42
Injured Cassualties,2010,45 - 54 years,Male,All Car users,Number,255
Injured Cassualties,2010,45 - 54 years,Male,Car drivers,Number,200
